Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Public Method,"org.apache.hadoop.hive.ql.exec.Task.equals",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,4,1,2,1,1,1,,,0,,,0.00,1,,,,
Protected Abstract Method,"org.apache.hadoop.hive.ql.exec.Task.execute",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5.00,0,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.executeTask",,,,,,,,,,,,,,,,,,,,,,,,4,23,0,17,3,12,6,9,8,12,3,11,4,,,2,,,0.35,4,,,,
Public Static Method,"org.apache.hadoop.hive.ql.exec.Task.findLeafs",,,,,,,,,,,,,,,,,,,,,,,,1,15,1,14,5,8,0,3,5,8,4,6,1,,,0,,,0.00,1,,,,
Anonymous Class,"org.apache.hadoop.hive.ql.exec.Task.findLeafs.(Anon_1)",6,0,6,0,2,1,2,1,0,,0,0,,,,1,0,1,13,0,0,0,1,,7,0,7,1,5,0,,2,4,2,3,,2,2,1,0,0,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.findLeafs.(Anon_1).apply",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,4,0,3,2,4,2,3,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getAndInitBackupTask",,,,,,,,,,,,,,,,,,,,,,,,2,14,1,11,1,6,2,4,3,8,2,6,4,,,3,,,0.18,4,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getBackupChildrenTasks",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getBackupTask",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getChildTasks",,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getChildren",,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getCounters",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getDependentTasks",,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,2,1,2,1,1,1,,,0,,,2.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getDiagnosticsMessage",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getDriverContext",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Method,"org.apache.hadoop.hive.ql.exec.Task.getException",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getExternalHandle",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getFeedSubscribers",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.Task.getHive",,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,1,5,0,4,3,5,1,4,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getId",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getInitialized",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getJobID",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getMapWork",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getNumChild",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,2,,,0,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getNumParent",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,2,,,0,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getParentTasks",,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getQueryPlan",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getQueued",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getReducer",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getStatusMessage",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getTaskHandle",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getTaskState",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getTaskTag",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getTopOperators",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Abstract Method,"org.apache.hadoop.hive.ql.exec.Task.getType",,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1,1,0,5,1,1,1,1,0,0,,,0,,,5.00,0,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.getWork",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.hasReduce",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.hashCode",,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,3,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.ifRetryCmdWhenFail",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.initialize",,,,,,,,,,,,,,,,,,,,,,,,4,9,0,9,2,6,0,7,6,7,1,6,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.isFetchSource",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.isLocalMode",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.isMapRedLocalTask",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.isMapRedTask",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.isRootTask",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.isRunnable",,,,,,,,,,,,,,,,,,,,,,,,1,12,0,12,2,7,0,2,4,9,3,6,4,,,3,,,0.00,4,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.Task.pushFeed",,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,1,3,0,1,1,5,2,3,3,,,2,,,0.00,3,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.Task.receiveFeed",,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,0,0,1,1,0,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.removeDependentTask",,,,,,,,,,,,,,,,,,,,,,,,1,14,0,8,1,4,6,4,2,5,1,4,3,,,2,,,0.75,3,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.removeFromChildrenTasks",,,,,,,,,,,,,,,,,,,,,,,,1,18,3,13,3,8,2,4,5,10,4,8,4,,,2,,,0.15,4,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.requireLock",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setBackupChildrenTasks",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setBackupTask",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setChildTasks",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setConsole",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setDiagnosticMessage",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setDone",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setDriverContext",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.Task.setException",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setFeedSubscribers",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setFetchSource",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setId",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setInitialized",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setLocalMode",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setParentTasks",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setQueryDisplay",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setQueryPlan",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setQueued",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setRetryCmdWhenFail",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setRootTask",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setStarted",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.Task.setState",,,,,,,,,,,,,,,,,,,,,,,,5,4,0,4,1,2,0,2,2,3,1,2,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setStatusMessage",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,2,2,3,1,2,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setTaskTag",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.setWork",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.shutdown",,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,1,1,0,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.started",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.subscribeFeed",,,,,,,,,,,,,,,,,,,,,,,,1,19,0,8,1,4,11,5,2,5,1,4,3,,,2,,,1.38,3,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.toString",,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,3,1,2,1,1,1,,,0,,,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.Task.updateStatusInQueryDisplay",,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,1,2,0,1,1,3,1,2,2,,,1,,,0.00,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.Task.updateTaskMetrics",,,,,,,,,,,,,,,,,,,,,,,,0,7,0,2,1,0,5,0,0,1,1,0,1,,,0,,,2.50,1,,,,
Public Class,"org.apache.hadoop.hive.ql.exec.TaskRunner",7,0,6,1,1,1,13,7,0,,1,3,,,,8,5,9,93,0,0,0,9,,107,12,70,21,37,25,,32,48,20,31,,4,1,2,76,75,0.36,13,,,,
Anonymous Class,"org.apache.hadoop.hive.ql.exec.TaskRunner.(Anon_1)",4,0,4,0,1,1,4,1,0,,0,0,,,,1,0,1,26,0,0,1,0,,5,0,5,1,4,0,,1,2,1,1,,1,1,0,0,0,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.(Anon_1).initialValue",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,0,3,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.TaskRunner.TaskRunner",,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,5,3,4,1,3,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.getRunner",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.getTask",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.getTaskResult",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Static Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.getTaskRunnerID",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.isRunning",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.run",,,,,,,,,,,,,,,,,,,,,,,,5,19,0,17,2,12,2,9,8,11,1,10,2,,,2,,,0.12,2,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.runSequential",,,,,,,,,,,,,,,,,,,,,,,,5,18,0,15,2,10,3,6,6,10,2,8,4,,,2,,,0.20,4,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.TaskRunner.setOperationLog",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Package,"org.apache.hadoop.hive.ql.exec.spark",45,2,39,5,8,,,,,1,4,9,,1,,0,0,4,,1,1,0,2,,248,18,195,67,130,35,,110,147,68,98,,28,,4,,,0.18,33,,,,
Public Class,"org.apache.hadoop.hive.ql.exec.spark.HiveSparkClientFactory",45,2,39,5,8,1,34,22,0,,4,9,,,,0,0,4,16,1,1,0,2,,214,13,166,38,130,35,,81,118,39,98,,28,1,4,0,0,0.21,33,,,,
Private Static Method,"org.apache.hadoop.hive.ql.exec.spark.HiveSparkClientFactory.addCredentialProviderPassword",,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,1,2,3,1,2,1,,,0,,,0.00,1,,,,
Public Static Method,"org.apache.hadoop.hive.ql.exec.spark.HiveSparkClientFactory.createHiveSparkClient",,,,,,,,,,,,,,,,,,,,,,,,2,12,0,9,3,6,3,7,4,6,3,5,2,,,1,,,0.33,2,,,,
Static Method,"org.apache.hadoop.hive.ql.exec.spark.HiveSparkClientFactory.generateSparkConf",,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,0,5,3,6,3,4,2,,,1,,,0.00,2,,,,
Public Static Method,"org.apache.hadoop.hive.ql.exec.spark.HiveSparkClientFactory.initiateSparkConf",,,,,,,,,,,,,,,,,,,,,,,,16,157,8,134,21,109,15,40,63,93,22,86,28,,,4,,,0.11,28,,,,
Package,"org.apache.hadoop.hive.ql.exec.tez",7,0,7,0,1,,,,,1,0,1,,1,,1,0,1,,0,0,0,1,,39,6,16,13,5,17,,11,13,12,4,,1,,0,,,1.06,1,,,,
Public Class,"org.apache.hadoop.hive.ql.exec.tez.InputSplitComparatorTest",7,0,7,0,1,1,6,4,0,,0,1,,,,1,0,1,13,0,0,0,1,,29,2,10,7,5,17,,5,7,6,4,,1,1,0,0,0,1.70,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.tez.InputSplitComparatorTest.testCompare1",,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,5,4,0,2,4,5,4,4,1,,,0,,,0.00,1,,,,
Package,"org.apache.hadoop.hive.ql.exec.vector",9,1,8,1,2,,,,,1,1,1,,1,,8,3,9,,0,0,1,8,,143,24,89,36,46,30,,48,63,32,31,,5,,2,,,0.34,16,,,,
Public Class,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator",9,1,8,1,2,1,16,12,0,,1,1,,,,8,3,9,21,0,0,1,8,,126,20,76,23,46,30,,35,50,19,31,,5,2,2,63,63,0.39,16,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.VectorFilterOperator",,,,,,,,,,,,,,,,,,,,,,,,3,6,0,6,2,3,0,5,3,4,1,3,1,,,0,,,0.00,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.VectorFilterOperator",,,,,,,,,,,,,,,,,,,,,,,,0,5,0,4,2,1,1,1,1,2,1,1,1,,,0,,,0.25,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.VectorFilterOperator",,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.getConditionEvaluator",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Static Method,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.getOperatorName",,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Protected Method,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.initializeOp",,,,,,,,,,,,,,,,,,,,,,,,7,22,2,20,3,14,0,6,8,12,2,10,4,,,2,,,0.00,4,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.process",,,,,,,,,,,,,,,,,,,,,,,,7,35,4,25,6,20,6,3,14,17,5,12,5,,,1,,,0.24,5,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.setConditionEvaluator",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.VectorFilterOperator.setFilterCondition",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Unknown Annotation,"org.apache.hadoop.hive.ql.exec.vector.VectorizedExpressions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,
Package,"org.apache.hadoop.hive.ql.exec.vector.expressions",14,1,13,0,2,,,,,6,11,5,,5,,108,13,119,,3,37,0,79,,2094,255,1666,546,1137,178,,1171,1400,512,1024,,24,,5,,,0.11,230,,,,
Public Class,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList",14,1,12,1,4,2,11,6,0,,0,1,,,,8,4,8,20,0,0,0,8,,152,19,100,29,59,33,,51,77,29,48,,23,2,4,63,63,0.33,30,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.DecimalColumnInList",,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,2,2,3,1,2,1,,,0,,,0.00,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.DecimalColumnInList",,,,,,,,,,,,,,,,,,,,,,,,2,8,0,5,1,3,3,4,3,4,1,3,1,,,0,,,0.60,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.evaluate",,,,,,,,,,,,,,,,,,,,,,,,15,77,7,65,12,48,5,6,36,54,16,38,23,,,4,,,0.08,23,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.getDescriptor",,,,,,,,,,,,,,,,,,,,,,,,0,6,1,4,2,1,1,1,1,2,1,1,1,,,0,,,0.25,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.getOutputColumn",,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.getOutputType",,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.setInListValues",,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalColumnInList.vectorExpressionParameters",,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,2,1,2,1,1,1,,,0,,,0.00,1,,,,
Public Class,"org.apache.hadoop.hive.ql.exec.vector.expressions.FilterDoubleColumnInList",14,1,12,1,4,2,7,4,0,,0,1,,,,9,3,9,21,0,0,0,9,,170,21,115,30,66,34,,50,83,29,54,,24,2,5,63,63,0.30,32,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.expressions.FilterDoubleColumnInList.FilterDoubleColumnInList",,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,2,2,3,1,2,1,,,0,,,0.00,1,,,,
Public Constructor,"org.apache.hadoop.hive.ql.exec.vector.expressions.FilterDoubleColumnInList.FilterDoubleColumnInList",,,,,,,,,,,,,,,,,,,,,,,,1,7,0,4,1,2,3,3,2,3,1,2,1,,,0,,,0.75,1,,,,
Public Method,"org.apache.hadoop.hive.ql.exec.vector.expressions.FilterDoubleColumnInList.evaluate",,,,,,,,,,,,,,,,,,,,,,,,14,95,8,79,13,55,8,4,36,60,16,44,24,,,5,,,0.10,24,,,,
